id,work,item,unit_type,parent_id,title_en,summary_en,source_start,source_end,authority_sha256,source_file,source_line,topics
fac:III:2:no:57:construction:A,FAC,57,numbered_paragraph,fac:III:2:no:57,fac III 2 no 57 construction A,fac III 2 no 57 construction A,components/055_III_2_57_sheaf_associated_to_graded_module.tex:45,components/055_III_2_57_sheaf_associated_to_graded_module.tex:45,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/055_III_2_57_sheaf_associated_to_graded_module.tex,45,graded-proj;module-sheaf;sheaves
fac:III:2:no:57:formula:stalk,FAC,57,numbered_paragraph,fac:III:2:no:57,fac III 2 no 57 formula stalk,fac III 2 no 57 formula stalk,components/055_III_2_57_sheaf_associated_to_graded_module.tex:49,components/055_III_2_57_sheaf_associated_to_graded_module.tex:49,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/055_III_2_57_sheaf_associated_to_graded_module.tex,49,graded-proj;module-sheaf;sheaves
fac:III:2:no:57:formula:functoriality,FAC,57,numbered_paragraph,fac:III:2:no:57,fac III 2 no 57 formula functoriality,fac III 2 no 57 formula functoriality,components/055_III_2_57_sheaf_associated_to_graded_module.tex:64,components/055_III_2_57_sheaf_associated_to_graded_module.tex:64,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/055_III_2_57_sheaf_associated_to_graded_module.tex,64,graded-proj;module-sheaf;sheaves
fac:III:2:no:58,FAC,58,numbered_paragraph,fac:III:2,58. First properties of the functor A (M) .,58. First properties of the functor A (M) .,components/056_III_2_58_first_properties_functor_A.tex:6,components/056_III_2_58_first_properties_functor_A.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,6,graded-proj
fac:III:2:no:58:prop:3,FAC,58,proposition,fac:III:2:no:58,extsc Proposition 3.,extsc Proposition 3.,components/056_III_2_58_first_properties_functor_A.tex:9,components/056_III_2_58_first_properties_functor_A.tex:9,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,9,ext;graded-proj
fac:III:2:no:58:formula:graded-exact-sequence,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula graded-exact-sequence,fac III 2 no 58 formula graded-exact-sequence,components/056_III_2_58_first_properties_functor_A.tex:13,components/056_III_2_58_first_properties_functor_A.tex:13,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,13,graded-proj
fac:III:2:no:58:formula:stalk-exact-sequence,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula stalk-exact-sequence,fac III 2 no 58 formula stalk-exact-sequence,components/056_III_2_58_first_properties_functor_A.tex:19,components/056_III_2_58_first_properties_functor_A.tex:19,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,19,graded-proj
fac:III:2:no:58:formula:preimage,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula preimage,fac III 2 no 58 formula preimage,components/056_III_2_58_first_properties_functor_A.tex:27,components/056_III_2_58_first_properties_functor_A.tex:27,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,27,graded-proj
fac:III:2:no:58:prop:4,FAC,58,proposition,fac:III:2:no:58,extsc Proposition 4.,extsc Proposition 4.,components/056_III_2_58_first_properties_functor_A.tex:33,components/056_III_2_58_first_properties_functor_A.tex:33,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,33,ext;graded-proj
fac:III:2:no:58:formula:eta,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula eta,fac III 2 no 58 formula eta,components/056_III_2_58_first_properties_functor_A.tex:40,components/056_III_2_58_first_properties_functor_A.tex:40,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,40,graded-proj
fac:III:2:no:58:formula:eta-transition,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula eta-transition,fac III 2 no 58 formula eta-transition,components/056_III_2_58_first_properties_functor_A.tex:48,components/056_III_2_58_first_properties_functor_A.tex:48,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,48,graded-proj
fac:III:2:no:58:corollary,FAC,58,numbered_paragraph,fac:III:2:no:58,extsc Corollary.,extsc Corollary.,components/056_III_2_58_first_properties_functor_A.tex:58,components/056_III_2_58_first_properties_functor_A.tex:58,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,58,ext;graded-proj
fac:III:2:no:58:prop:5,FAC,58,proposition,fac:III:2:no:58,extsc Proposition 5.,extsc Proposition 5.,components/056_III_2_58_first_properties_functor_A.tex:70,components/056_III_2_58_first_properties_functor_A.tex:70,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,70,ext;graded-proj
fac:III:2:no:58:formula:free-presentation,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula free-presentation,fac III 2 no 58 formula free-presentation,components/056_III_2_58_first_properties_functor_A.tex:88,components/056_III_2_58_first_properties_functor_A.tex:88,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,88,graded-proj
fac:III:2:no:58:formula:sheaf-presentation,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula sheaf-presentation,fac III 2 no 58 formula sheaf-presentation,components/056_III_2_58_first_properties_functor_A.tex:94,components/056_III_2_58_first_properties_functor_A.tex:94,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,94,graded-proj;sheaves
fac:III:2:no:58:prop:6,FAC,58,proposition,fac:III:2:no:58,extsc Proposition 6.,extsc Proposition 6.,components/056_III_2_58_first_properties_functor_A.tex:122,components/056_III_2_58_first_properties_functor_A.tex:122,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,122,ext;graded-proj
fac:III:2:no:58:formula:A-phi,FAC,58,numbered_paragraph,fac:III:2:no:58,fac III 2 no 58 formula A-phi,fac III 2 no 58 formula A-phi,components/056_III_2_58_first_properties_functor_A.tex:127,components/056_III_2_58_first_properties_functor_A.tex:127,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/056_III_2_58_first_properties_functor_A.tex,127,graded-proj
fac:III:2:no:59,FAC,59,numbered_paragraph,fac:III:2,59. Graded S -module associated with an algebraic sheaf.,59. Graded S -module associated with an algebraic sheaf.,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:6,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,6,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:formula:graded-sections,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 formula graded-sections,fac III 2 no 59 formula graded-sections,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:11,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:11,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,11,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:formula:S-action,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 formula S-action,fac III 2 no 59 formula S-action,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:23,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:23,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,23,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:formula:component-action,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 formula component-action,fac III 2 no 59 formula component-action,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:39,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:39,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,39,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:formula:alpha-beta,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 formula alpha-beta,fac III 2 no 59 formula alpha-beta,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:47,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:47,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,47,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:def:alpha,FAC,59,definition,fac:III:2:no:59,fac III 2 no 59 def alpha,fac III 2 no 59 def alpha,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:54,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:54,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,54,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:def:beta,FAC,59,definition,fac:III:2:no:59,fac III 2 no 59 def beta,fac III 2 no 59 def beta,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:67,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:67,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,67,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:formula:beta-x,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 formula beta-x,fac III 2 no 59 formula beta-x,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:80,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:80,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,80,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:prop:7,FAC,59,proposition,fac:III:2:no:59,extsc Proposition 7.,extsc Proposition 7.,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:90,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:90,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,90,ext;graded-proj;module-sheaf;sheaves
fac:III:2:no:59:formula:prop7-composite,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 formula prop7-composite,fac III 2 no 59 formula prop7-composite,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:93,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:93,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,93,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:prop:8,FAC,59,proposition,fac:III:2:no:59,extsc Proposition 8.,extsc Proposition 8.,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:104,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:104,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,104,ext;graded-proj;module-sheaf;sheaves
fac:III:2:no:59:formula:prop8-composite,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 formula prop8-composite,fac III 2 no 59 formula prop8-composite,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:107,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:107,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,107,graded-proj;module-sheaf;sheaves
fac:III:2:no:59:forecast:no:65,FAC,59,numbered_paragraph,fac:III:2:no:59,fac III 2 no 59 forecast no 65,fac III 2 no 59 forecast no 65,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:119,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex:119,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/057_III_2_59_graded_module_associated_to_algebraic_sheaf.tex,119,graded-proj;module-sheaf;sheaves
fac:III:2:no:60,FAC,60,numbered_paragraph,fac:III:2,60. The case of coherent algebraic sheaves.,60. The case of coherent algebraic sheaves.,components/058_III_2_60_coherent_algebraic_sheaves.tex:6,components/058_III_2_60_coherent_algebraic_sheaves.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,6,coherent
fac:III:2:no:60:prop:9,FAC,60,proposition,fac:III:2:no:60,extsc Proposition 9.,extsc Proposition 9.,components/058_III_2_60_coherent_algebraic_sheaves.tex:11,components/058_III_2_60_coherent_algebraic_sheaves.tex:11,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,11,coherent;ext
fac:III:2:no:60:theorem:2,FAC,60,theorem,fac:III:2:no:60,extsc Theorem 2.,extsc Theorem 2.,components/058_III_2_60_coherent_algebraic_sheaves.tex:34,components/058_III_2_60_coherent_algebraic_sheaves.tex:34,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,34,coherent;ext
fac:III:2:no:60:formula:sheaf-presentation,FAC,60,numbered_paragraph,fac:III:2:no:60,fac III 2 no 60 formula sheaf-presentation,fac III 2 no 60 formula sheaf-presentation,components/058_III_2_60_coherent_algebraic_sheaves.tex:43,components/058_III_2_60_coherent_algebraic_sheaves.tex:43,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,43,coherent;sheaves
fac:III:2:no:60:formula:Gamma-phi,FAC,60,numbered_paragraph,fac:III:2:no:60,fac III 2 no 60 formula Gamma-phi,fac III 2 no 60 formula Gamma-phi,components/058_III_2_60_coherent_algebraic_sheaves.tex:51,components/058_III_2_60_coherent_algebraic_sheaves.tex:51,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,51,coherent
fac:III:2:no:60:formula:module-cokernel,FAC,60,numbered_paragraph,fac:III:2:no:60,fac III 2 no 60 formula module-cokernel,fac III 2 no 60 formula module-cokernel,components/058_III_2_60_coherent_algebraic_sheaves.tex:59,components/058_III_2_60_coherent_algebraic_sheaves.tex:59,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,59,coherent
fac:III:2:no:60:formula:sheafified-cokernel,FAC,60,numbered_paragraph,fac:III:2:no:60,fac III 2 no 60 formula sheafified-cokernel,fac III 2 no 60 formula sheafified-cokernel,components/058_III_2_60_coherent_algebraic_sheaves.tex:65,components/058_III_2_60_coherent_algebraic_sheaves.tex:65,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,65,coherent;sheaves
fac:III:2:no:60:diagram:theorem2,FAC,60,diagram,fac:III:2:no:60,fac III 2 no 60 diagram theorem2,fac III 2 no 60 diagram theorem2,components/058_III_2_60_coherent_algebraic_sheaves.tex:73,components/058_III_2_60_coherent_algebraic_sheaves.tex:73,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/058_III_2_60_coherent_algebraic_sheaves.tex,73,coherent
fac:III:3,FAC,fac:III:3,section,fac:III,3. Cohomology of projective space with values in a coherent sheaf,3. Cohomology of projective space with values in a coherent sheaf,components/059_III_3_61_complexes_Ck_and_C.tex:9,components/059_III_3_61_complexes_Ck_and_C.tex:9,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,9,coherent;cohomology;projective;sheaves
fac:III:3:no:61,FAC,61,numbered_paragraph,fac:III:3,61. The complexes C k(M) and C(M) .,61. The complexes C k(M) and C(M) .,components/059_III_3_61_complexes_Ck_and_C.tex:15,components/059_III_3_61_complexes_Ck_and_C.tex:15,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,15,
fac:III:3:no:61:formula:cochain-value,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula cochain-value,fac III 3 no 61 formula cochain-value,components/059_III_3_61_complexes_Ck_and_C.tex:25,components/059_III_3_61_complexes_Ck_and_C.tex:25,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,25,cech;cohomology
fac:III:3:no:61:formula:differential,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula differential,fac III 3 no 61 formula differential,components/059_III_3_61_complexes_Ck_and_C.tex:38,components/059_III_3_61_complexes_Ck_and_C.tex:38,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,38,
fac:III:3:no:61:formula:complex-Ck,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula complex-Ck,fac III 3 no 61 formula complex-Ck,components/059_III_3_61_complexes_Ck_and_C.tex:44,components/059_III_3_61_complexes_Ck_and_C.tex:44,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,44,
fac:III:3:no:61:formula:omega-m,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula omega-m,fac III 3 no 61 formula omega-m,components/059_III_3_61_complexes_Ck_and_C.tex:54,components/059_III_3_61_complexes_Ck_and_C.tex:54,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,54,
fac:III:3:no:61:formula:alpha-k,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula alpha-k,fac III 3 no 61 formula alpha-k,components/059_III_3_61_complexes_Ck_and_C.tex:60,components/059_III_3_61_complexes_Ck_and_C.tex:60,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,60,
fac:III:3:no:61:formula:omega-dm,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula omega-dm,fac III 3 no 61 formula omega-dm,components/059_III_3_61_complexes_Ck_and_C.tex:62,components/059_III_3_61_complexes_Ck_and_C.tex:62,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,62,
fac:III:3:no:61:formula:rho,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula rho,fac III 3 no 61 formula rho,components/059_III_3_61_complexes_Ck_and_C.tex:71,components/059_III_3_61_complexes_Ck_and_C.tex:71,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,71,
fac:III:3:no:61:formula:direct-limit-complex,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula direct-limit-complex,fac III 3 no 61 formula direct-limit-complex,components/059_III_3_61_complexes_Ck_and_C.tex:79,components/059_III_3_61_complexes_Ck_and_C.tex:79,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,79,
fac:III:3:no:61:formula:direct-limit-cohomology,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula direct-limit-cohomology,fac III 3 no 61 formula direct-limit-cohomology,components/059_III_3_61_complexes_Ck_and_C.tex:85,components/059_III_3_61_complexes_Ck_and_C.tex:85,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,85,cohomology
fac:III:3:no:61:formula:functorial-chain-map,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula functorial-chain-map,fac III 3 no 61 formula functorial-chain-map,components/059_III_3_61_complexes_Ck_and_C.tex:91,components/059_III_3_61_complexes_Ck_and_C.tex:91,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,91,
fac:III:3:no:61:formula:functorial-cohomology,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula functorial-cohomology,fac III 3 no 61 formula functorial-cohomology,components/059_III_3_61_complexes_Ck_and_C.tex:101,components/059_III_3_61_complexes_Ck_and_C.tex:101,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,101,cohomology
fac:III:3:no:61:formula:long-exact-sequence,FAC,61,numbered_paragraph,fac:III:3:no:61,fac III 3 no 61 formula long-exact-sequence,fac III 3 no 61 formula long-exact-sequence,components/059_III_3_61_complexes_Ck_and_C.tex:112,components/059_III_3_61_complexes_Ck_and_C.tex:112,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,112,
fac:III:3:no:61:remark:no:69,FAC,61,remark,fac:III:3:no:61,extsc Remark.,extsc Remark.,components/059_III_3_61_complexes_Ck_and_C.tex:120,components/059_III_3_61_complexes_Ck_and_C.tex:120,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/059_III_3_61_complexes_Ck_and_C.tex,120,ext
fac:III:3:no:62,FAC,62,numbered_paragraph,fac:III:3,62. Computation of H q k(M) for certain modules M .,62. Computation of H q k(M) for certain modules M .,components/060_III_3_62_computation_Hk_for_modules.tex:7,components/060_III_3_62_computation_Hk_for_modules.tex:7,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,7,
fac:III:3:no:62:def:alpha-k,FAC,62,definition,fac:III:3:no:62,fac III 3 no 62 def alpha-k,fac III 3 no 62 def alpha-k,components/060_III_3_62_computation_Hk_for_modules.tex:13,components/060_III_3_62_computation_Hk_for_modules.tex:13,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,13,
fac:III:3:no:62:def:alpha,FAC,62,definition,fac:III:3:no:62,fac III 3 no 62 def alpha,fac III 3 no 62 def alpha,components/060_III_3_62_computation_Hk_for_modules.tex:19,components/060_III_3_62_computation_Hk_for_modules.tex:19,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,19,
fac:III:3:no:62:def:generated-submodule,FAC,62,definition,fac:III:3:no:62,fac III 3 no 62 def generated-submodule,fac III 3 no 62 def generated-submodule,components/060_III_3_62_computation_Hk_for_modules.tex:26,components/060_III_3_62_computation_Hk_for_modules.tex:26,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,26,
fac:III:3:no:62:def:colon-submodule,FAC,62,definition,fac:III:3:no:62,fac III 3 no 62 def colon-submodule,fac III 3 no 62 def colon-submodule,components/060_III_3_62_computation_Hk_for_modules.tex:34,components/060_III_3_62_computation_Hk_for_modules.tex:34,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,34,
fac:III:3:no:62:prop:1,FAC,62,proposition,fac:III:3:no:62,extsc Proposition 1.,extsc Proposition 1.,components/060_III_3_62_computation_Hk_for_modules.tex:42,components/060_III_3_62_computation_Hk_for_modules.tex:42,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,42,ext
fac:III:3:no:62:prop:1:hypothesis,FAC,62,proposition,fac:III:3:no:62:prop:1,fac III 3 no 62 prop 1 hypothesis,fac III 3 no 62 prop 1 hypothesis,components/060_III_3_62_computation_Hk_for_modules.tex:45,components/060_III_3_62_computation_Hk_for_modules.tex:45,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,45,
fac:III:3:no:62:prop:1:item:a,FAC,62,proposition,fac:III:3:no:62:prop:1,fac III 3 no 62 prop 1 item a,fac III 3 no 62 prop 1 item a,components/060_III_3_62_computation_Hk_for_modules.tex:52,components/060_III_3_62_computation_Hk_for_modules.tex:52,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,52,
fac:III:3:no:62:prop:1:item:b,FAC,62,proposition,fac:III:3:no:62:prop:1,fac III 3 no 62 prop 1 item b,fac III 3 no 62 prop 1 item b,components/060_III_3_62_computation_Hk_for_modules.tex:55,components/060_III_3_62_computation_Hk_for_modules.tex:55,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,55,
fac:III:3:no:62:prop:2,FAC,62,proposition,fac:III:3:no:62,extsc Proposition 2.,extsc Proposition 2.,components/060_III_3_62_computation_Hk_for_modules.tex:69,components/060_III_3_62_computation_Hk_for_modules.tex:69,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/060_III_3_62_computation_Hk_for_modules.tex,69,ext
